session_id,session_length,unique_main_categories,most_freq_main_category,unique_models_viewed,unique_colours,most_freq_colour,avg_price_viewed,session_revenue_potential,max_price_viewed,max_page_reached,total_pages_viewed,month_first,day_first,country_first,purchase_completed
7540,1,1,2,1,1,6,38.0,38.0,38.0,1,1,5,5,29,0
7541,7,2,1,6,4,3,42.0,252.0,62.0,1,6,5,5,29,0
7542,4,2,2,4,4,2,49.75,199.0,57.0,2,4,5,5,29,0
7543,2,1,2,2,2,3,57.0,114.0,57.0,1,2,5,5,29,0
7544,1,1,4,1,1,4,38.0,38.0,38.0,1,1,5,5,29,0
7545,10,2,2,8,3,2,50.5,404.0,62.0,2,8,5,5,29,0
7546,7,2,1,7,4,1,46.857142857142854,328.0,62.0,2,7,5,5,29,0
7547,34,4,4,29,11,2,41.03448275862069,1190.0,67.0,5,29,5,5,29,1
7548,2,1,1,1,1,3,62.0,124.0,62.0,1,2,5,5,29,0
7549,5,2,3,3,3,2,54.333333333333336,163.0,67.0,4,3,5,5,29,0
7550,4,1,1,2,2,2,38.0,76.0,38.0,2,2,5,5,29,0
7551,2,1,1,1,1,3,43.0,43.0,43.0,1,1,5,5,29,0
7552,20,4,4,14,7,6,50.6,759.0,67.0,5,15,5,5,29,1
7553,2,2,1,2,2,3,39.0,78.0,55.0,2,2,5,5,29,0
7554,26,4,2,19,9,14,45.095238095238095,947.0,67.0,5,21,5,5,29,1
7555,13,3,2,9,4,2,46.6,466.0,62.0,2,10,5,5,29,0
7556,3,1,4,2,2,3,30.5,61.0,38.0,1,2,5,5,29,0
7558,4,1,1,4,4,2,34.25,137.0,38.0,1,4,5,5,29,0
7559,5,3,1,4,3,3,43.0,172.0,48.0,2,4,5,5,29,0
7561,2,1,2,1,1,12,52.0,104.0,52.0,1,2,5,5,29,0
7562,5,1,2,3,2,9,58.666666666666664,176.0,62.0,2,3,5,5,29,0
7563,3,1,2,1,1,10,52.0,104.0,52.0,1,2,5,5,29,0
7564,1,1,1,1,1,3,62.0,62.0,62.0,1,1,5,5,29,0
7565,49,4,4,39,11,2,45.275,1811.0,67.0,5,40,5,5,29,1
7566,1,1,4,1,1,2,28.0,28.0,28.0,1,1,5,5,29,0
7567,7,2,3,6,5,6,40.166666666666664,241.0,57.0,4,6,5,5,29,0
7568,3,1,3,3,3,2,41.333333333333336,124.0,48.0,2,3,5,5,29,0
7570,3,3,2,3,3,6,38.0,114.0,48.0,3,3,5,5,29,0
7571,2,2,2,2,2,6,42.5,85.0,52.0,1,2,5,5,29,0
7572,3,3,1,3,3,3,47.666666666666664,143.0,52.0,1,3,5,5,29,0
7573,1,1,2,1,1,9,57.0,57.0,57.0,2,1,5,5,29,0
7574,4,1,1,2,2,14,33.0,99.0,33.0,2,3,5,5,29,0
7575,1,1,1,1,1,3,62.0,62.0,62.0,1,1,5,5,29,0
7576,1,1,2,1,1,3,57.0,57.0,57.0,1,1,5,5,29,0
7577,2,2,1,2,2,6,55.0,110.0,62.0,2,2,5,5,29,0
7578,1,1,2,1,1,2,62.0,62.0,62.0,1,1,5,5,29,0
7579,8,3,2,5,4,2,49.6,248.0,67.0,3,5,5,5,29,0
7580,1,1,4,1,1,4,33.0,33.0,33.0,2,1,5,5,29,0
7581,3,1,2,2,2,2,57.0,114.0,62.0,1,2,5,5,29,0
7583,1,1,1,1,1,3,62.0,62.0,62.0,1,1,5,5,29,0
7584,1,1,2,1,1,12,52.0,52.0,52.0,1,1,5,5,29,0
7585,5,2,2,2,2,4,40.0,80.0,52.0,1,2,5,5,29,0
7586,2,1,1,2,2,2,38.0,76.0,38.0,2,2,5,5,29,0
7587,1,1,2,1,1,10,52.0,52.0,52.0,1,1,5,5,29,0
7588,6,2,3,6,5,13,49.333333333333336,296.0,57.0,2,6,5,5,29,0
7589,4,1,2,2,2,10,52.0,104.0,52.0,1,2,5,5,29,0
7590,7,3,1,5,4,14,52.4,262.0,82.0,3,5,5,5,29,0
7591,6,1,2,4,3,12,54.2,271.0,67.0,1,5,5,5,9,0
7592,1,1,1,1,1,3,43.0,43.0,43.0,1,1,5,5,29,0
7593,1,1,2,1,1,12,52.0,52.0,52.0,1,1,5,5,29,0
7594,2,1,3,2,2,9,28.0,56.0,33.0,2,2,5,5,29,0
7595,3,1,3,2,2,9,48.0,96.0,48.0,2,2,5,5,29,0
7596,37,3,1,22,8,3,43.645161290322584,1353.0,72.0,4,31,5,5,29,0
7597,6,3,3,4,3,6,47.5,190.0,62.0,2,4,5,5,16,0
7598,1,1,3,1,1,4,48.0,48.0,48.0,1,1,5,5,29,0
7599,6,1,4,6,3,2,37.166666666666664,223.0,48.0,1,6,5,5,29,0
7600,1,1,3,1,1,2,43.0,43.0,43.0,3,1,5,5,29,0
7601,11,3,1,7,5,9,47.625,381.0,62.0,3,8,5,5,29,0
7602,6,3,2,6,5,9,46.833333333333336,281.0,67.0,3,6,5,5,29,0
7603,7,2,1,5,1,3,56.4,282.0,82.0,1,5,5,5,34,0
7604,2,1,2,2,2,2,57.0,114.0,57.0,2,2,5,5,29,0
7605,1,1,4,1,1,4,38.0,38.0,38.0,1,1,5,5,29,0
7607,9,2,3,8,3,14,38.75,310.0,57.0,4,8,5,5,29,0
7608,4,1,2,3,3,2,54.0,162.0,67.0,2,3,5,5,29,0
7609,20,3,4,11,6,4,39.53333333333333,593.0,62.0,2,15,5,5,29,0
7610,10,1,3,7,4,6,31.7,317.0,48.0,3,10,5,5,9,0
7611,3,2,4,3,3,4,39.333333333333336,118.0,62.0,2,3,5,5,29,0
7612,1,1,2,1,1,11,57.0,57.0,57.0,2,1,5,5,9,0
7613,13,1,2,9,8,6,47.0,423.0,62.0,2,9,5,5,9,0
7614,1,1,1,1,1,3,43.0,43.0,43.0,1,1,5,5,46,0
7615,1,1,3,1,1,12,43.0,43.0,43.0,1,1,5,5,46,0
7618,1,1,3,1,1,6,23.0,23.0,23.0,1,1,5,5,46,0
7619,1,1,1,1,1,3,62.0,62.0,62.0,1,1,5,5,9,0
7620,3,1,1,2,2,3,34.666666666666664,104.0,38.0,1,3,5,5,9,0
7621,17,4,2,13,9,2,45.76923076923077,595.0,67.0,3,13,5,5,29,0
7622,9,2,2,8,6,2,49.875,399.0,67.0,3,8,5,5,29,0
7623,5,2,1,4,3,3,49.0,196.0,82.0,1,4,5,5,29,0
7624,3,1,3,3,3,6,46.333333333333336,139.0,48.0,1,3,5,5,29,0
7625,1,1,1,1,1,3,62.0,62.0,62.0,1,1,5,5,44,0
7626,19,3,3,14,8,6,34.93333333333333,524.0,62.0,4,15,5,5,29,0
7627,8,1,2,7,4,2,52.42857142857143,367.0,67.0,1,7,5,5,29,0
7629,6,2,3,6,3,14,38.0,228.0,48.0,2,6,5,5,9,0
7630,3,1,3,3,3,2,39.666666666666664,119.0,48.0,2,3,5,5,29,0
7631,4,2,1,4,4,1,55.5,222.0,62.0,2,4,5,5,29,0
7632,15,3,4,14,9,2,40.785714285714285,571.0,57.0,5,14,5,5,29,1
7633,6,2,1,4,2,2,44.8,224.0,62.0,3,5,5,5,29,0
7634,2,1,2,2,2,6,45.0,90.0,52.0,1,2,5,5,29,0
7635,1,1,3,1,1,12,48.0,48.0,48.0,2,1,5,5,29,0
7636,10,2,2,8,5,2,48.666666666666664,438.0,67.0,2,9,5,5,29,0
7637,3,2,3,2,2,9,35.5,71.0,43.0,3,2,5,5,29,0
7638,1,1,1,1,1,3,55.0,55.0,55.0,2,1,5,5,29,0
7639,3,1,1,3,3,1,44.333333333333336,133.0,62.0,2,3,5,5,9,0
7640,7,1,1,6,5,3,48.5,291.0,62.0,2,6,5,5,9,0
7641,1,1,4,1,1,4,38.0,38.0,38.0,1,1,5,5,46,0
7642,10,3,3,8,6,2,43.375,347.0,57.0,4,8,5,5,29,0
7643,1,1,2,1,1,10,52.0,52.0,52.0,1,1,5,5,29,0
7644,2,1,1,2,1,3,43.0,86.0,43.0,1,2,5,5,9,0
7645,28,3,1,21,7,2,41.36363636363637,910.0,62.0,3,22,5,5,29,0
7646,13,3,1,7,5,3,40.857142857142854,286.0,48.0,1,7,5,5,29,0
7647,6,1,2,6,6,2,52.333333333333336,314.0,67.0,2,6,5,5,29,0
7648,8,3,1,5,4,2,45.8,229.0,62.0,1,5,5,5,9,0
7649,65,1,1,33,8,3,45.16,2258.0,82.0,3,50,5,5,9,0
7650,13,3,3,11,7,2,48.333333333333336,580.0,67.0,2,12,5,5,29,0
7651,1,1,2,1,1,12,52.0,52.0,52.0,1,1,5,5,29,0
7652,5,2,1,5,4,14,43.6,218.0,62.0,2,5,5,5,29,0
7653,7,2,2,4,4,3,48.6,243.0,62.0,1,5,5,5,29,0
7654,7,1,2,6,5,6,48.333333333333336,290.0,67.0,2,6,5,5,44,0
7656,15,2,1,14,9,2,42.0,588.0,62.0,4,14,5,5,44,0
7657,2,1,3,2,2,2,38.0,76.0,48.0,3,2,5,6,29,0
7658,7,3,2,5,5,11,43.333333333333336,260.0,57.0,2,6,5,6,29,0
7659,1,1,1,1,1,14,33.0,33.0,33.0,2,1,5,6,29,0
7660,11,2,1,7,4,3,53.90909090909091,593.0,82.0,3,11,5,6,9,0
7661,3,1,3,3,3,11,36.333333333333336,109.0,48.0,3,3,5,6,29,0
7662,5,4,1,4,4,1,37.25,149.0,52.0,3,4,5,6,32,0
7663,40,2,1,20,8,3,49.8,1743.0,82.0,2,35,5,6,9,0
7664,8,3,3,6,4,12,43.5,261.0,57.0,4,6,5,6,29,0
7665,4,1,1,3,2,1,36.333333333333336,109.0,43.0,2,3,5,6,29,0
7666,10,3,1,7,4,1,36.125,289.0,43.0,3,8,5,6,29,0
7667,1,1,1,1,1,2,38.0,38.0,38.0,1,1,5,6,9,0
7668,5,2,2,3,3,4,40.8,204.0,52.0,1,5,5,6,9,0
7669,12,3,3,9,7,13,38.90909090909091,428.0,67.0,4,11,5,6,9,0
7670,2,1,1,2,2,3,50.0,100.0,62.0,2,2,5,6,29,0
7671,1,1,2,1,1,10,52.0,52.0,52.0,1,1,5,6,29,0
7672,2,2,2,2,2,12,50.0,100.0,52.0,4,2,5,6,29,0
7673,1,1,4,1,1,2,43.0,43.0,43.0,2,1,5,6,29,0
7674,1,1,4,1,1,3,38.0,38.0,38.0,1,1,5,6,29,0
7675,15,3,3,13,8,6,50.0,700.0,77.0,4,14,5,6,29,0
7676,1,1,1,1,1,3,38.0,38.0,38.0,1,1,5,6,29,0
7677,3,1,3,2,2,12,52.5,105.0,57.0,2,2,5,6,9,0
7678,28,3,1,17,7,3,43.869565217391305,1009.0,82.0,2,23,5,6,29,0
7679,12,3,1,7,5,2,46.625,373.0,62.0,1,8,5,6,29,0
7680,1,1,4,1,1,2,43.0,43.0,43.0,1,1,5,6,29,0
7681,3,1,2,1,1,2,67.0,67.0,67.0,1,1,5,6,29,0
7682,11,2,3,9,7,12,35.77777777777778,322.0,48.0,3,9,5,6,29,0
7683,4,1,3,3,3,7,36.333333333333336,109.0,48.0,2,3,5,6,29,0
7684,4,2,2,2,2,1,50.333333333333336,151.0,55.0,3,3,5,6,24,0
7685,1,1,1,1,1,1,28.0,28.0,28.0,1,1,5,6,9,0
7686,8,3,1,7,4,3,59.42857142857143,416.0,82.0,2,7,5,6,29,0
7688,1,1,1,1,1,2,62.0,62.0,62.0,1,1,5,6,9,0
7690,1,1,4,1,1,3,38.0,38.0,38.0,1,1,5,6,29,0
7691,3,2,1,2,2,2,43.0,86.0,48.0,1,2,5,6,21,0
7692,6,1,1,6,4,3,41.166666666666664,247.0,62.0,2,6,5,6,29,0
7693,5,2,3,5,4,3,37.0,185.0,43.0,2,5,5,6,29,0
7694,12,3,2,8,5,2,44.888888888888886,404.0,60.0,3,9,5,6,29,0
7695,9,2,1,7,4,3,44.142857142857146,309.0,62.0,3,7,5,6,29,0
7696,19,2,1,11,7,1,43.733333333333334,656.0,82.0,2,15,5,6,9,0
7697,1,1,3,1,1,6,57.0,57.0,57.0,4,1,5,6,29,0
7698,12,3,3,8,7,2,48.166666666666664,578.0,62.0,4,12,5,6,24,0
7699,2,1,3,1,1,6,28.0,28.0,28.0,3,1,5,6,29,0
7700,7,1,1,7,4,3,49.142857142857146,344.0,82.0,2,7,5,6,29,0
7701,2,1,2,1,1,6,38.0,38.0,38.0,1,1,5,6,29,0
7702,1,1,2,1,1,9,57.0,57.0,57.0,2,1,5,6,29,0
7703,7,2,1,4,4,2,50.0,300.0,67.0,1,6,5,6,29,0
7705,6,2,1,3,1,3,39.666666666666664,119.0,43.0,1,3,5,6,29,0
7707,7,2,1,5,5,4,46.666666666666664,280.0,57.0,3,6,5,6,29,0
7708,23,3,1,14,7,3,47.1578947368421,896.0,82.0,3,19,5,6,29,0
7709,8,2,2,5,4,7,39.8,199.0,52.0,2,5,5,6,29,0
7710,24,3,1,15,9,6,42.05555555555556,757.0,62.0,4,18,5,6,29,0
7711,4,2,2,2,2,2,57.5,115.0,67.0,1,2,5,6,29,0
7712,4,1,2,3,3,2,54.0,162.0,62.0,1,3,5,6,29,0
7713,12,3,2,11,6,4,43.72727272727273,481.0,67.0,2,11,5,6,29,0
7714,3,1,1,1,1,2,62.0,124.0,62.0,1,2,5,6,29,0
7715,1,1,3,1,1,4,26.0,26.0,26.0,3,1,5,6,29,0
7716,2,2,2,2,2,2,47.5,95.0,62.0,1,2,5,6,29,0
7717,8,2,1,5,5,1,36.0,180.0,43.0,5,5,5,6,29,1
7718,1,1,2,1,1,9,57.0,57.0,57.0,2,1,5,6,29,0
7719,2,2,2,2,2,2,50.0,100.0,67.0,1,2,5,6,29,0
7720,21,2,1,12,7,3,42.375,678.0,62.0,3,16,5,6,29,0
7721,2,1,1,2,2,3,44.0,88.0,60.0,1,2,5,6,29,0
7722,8,3,2,6,5,9,44.333333333333336,266.0,62.0,1,6,5,6,29,0
7723,1,1,4,1,1,7,33.0,33.0,33.0,1,1,5,6,29,0
7724,26,2,4,8,6,14,30.904761904761905,649.0,52.0,4,21,5,6,29,0
7725,4,1,2,4,2,2,57.25,229.0,67.0,1,4,5,6,29,0
7726,3,1,1,3,2,3,39.666666666666664,119.0,43.0,1,3,5,6,29,0
7727,1,1,2,1,1,9,38.0,38.0,38.0,1,1,5,6,29,0
7728,5,1,1,3,3,1,31.75,127.0,33.0,1,4,5,6,29,0
7729,1,1,1,1,1,3,62.0,62.0,62.0,1,1,5,6,29,0
7730,6,1,4,6,4,7,35.5,213.0,48.0,4,6,5,6,29,0
7731,20,2,4,14,8,14,34.125,546.0,52.0,4,16,5,6,29,0
7732,1,1,2,1,1,12,52.0,52.0,52.0,1,1,5,6,29,0
7733,1,1,2,1,1,2,67.0,67.0,67.0,1,1,5,6,29,0
7734,1,1,3,1,1,9,23.0,23.0,23.0,1,1,5,6,29,0
7735,5,2,2,4,3,2,42.75,171.0,52.0,1,4,5,6,29,0
7736,8,3,1,7,5,6,38.5,308.0,52.0,5,8,5,6,29,1
7737,5,1,1,5,4,3,52.6,263.0,82.0,2,5,5,6,29,0
7738,3,2,1,2,2,3,50.0,100.0,62.0,1,2,5,6,9,0
7739,11,2,1,10,8,2,50.7,507.0,62.0,3,10,5,6,29,0
7740,3,2,2,3,3,4,44.333333333333336,133.0,57.0,2,3,5,6,29,0
7741,6,2,4,5,3,4,39.8,199.0,62.0,1,5,5,6,29,0
7742,11,2,1,7,4,2,51.9,519.0,60.0,2,10,5,6,29,0
7744,2,1,1,1,1,3,62.0,62.0,62.0,1,1,5,6,29,0
7745,4,2,1,4,3,1,42.75,171.0,62.0,2,4,5,6,29,0
7746,3,1,1,3,2,3,42.666666666666664,128.0,62.0,1,3,5,6,29,0
7747,3,2,2,2,2,1,51.0,153.0,57.0,2,3,5,6,11,0
7748,2,1,4,2,2,7,38.0,76.0,43.0,2,2,5,6,29,0
7749,3,1,2,3,3,2,47.333333333333336,142.0,52.0,1,3,5,6,29,0
7751,11,3,2,11,5,2,49.45454545454545,544.0,67.0,5,11,5,6,29,1
7752,3,1,1,2,2,1,45.0,90.0,62.0,1,2,5,6,29,0
7753,2,1,1,2,2,1,40.5,81.0,48.0,2,2,5,6,29,0
7754,7,2,3,5,4,14,52.2,261.0,62.0,3,5,5,6,29,0
7755,11,2,2,5,3,2,54.0,324.0,67.0,2,6,5,6,29,0
7756,1,1,3,1,1,6,57.0,57.0,57.0,4,1,5,6,29,0
7757,33,3,1,20,8,1,40.285714285714285,1128.0,62.0,4,28,5,6,29,0
7758,2,1,1,1,1,14,33.0,66.0,33.0,1,2,5,6,46,0
7759,1,1,1,1,1,3,43.0,43.0,43.0,1,1,5,6,24,0
7760,13,3,2,8,7,1,43.55555555555556,392.0,55.0,4,9,5,6,24,0
7761,6,2,4,5,4,3,39.8,199.0,62.0,1,5,5,6,29,0
7762,1,1,2,1,1,3,57.0,57.0,57.0,1,1,5,6,29,0
7763,3,1,2,2,2,2,52.5,105.0,67.0,1,2,5,6,29,0
7764,7,2,2,7,4,7,44.142857142857146,309.0,67.0,2,7,5,6,29,0
7765,1,1,1,1,1,14,33.0,33.0,33.0,1,1,5,6,29,0
7766,10,3,4,10,6,9,44.8,448.0,62.0,2,10,5,6,29,0
7767,6,1,1,5,3,3,50.166666666666664,301.0,72.0,3,6,5,6,9,0
7768,2,1,2,1,1,2,43.0,43.0,43.0,1,1,5,6,29,0
7769,1,1,1,1,1,3,38.0,38.0,38.0,1,1,5,6,29,0
7770,2,1,4,1,1,1,28.0,28.0,28.0,4,1,5,6,29,0
7772,1,1,3,1,1,6,57.0,57.0,57.0,4,1,5,6,29,0
7773,1,1,2,1,1,6,38.0,38.0,38.0,2,1,5,6,29,0
7774,4,1,3,3,3,6,41.333333333333336,124.0,48.0,1,3,5,6,29,0
7775,5,2,3,4,4,1,34.25,137.0,48.0,3,4,5,6,29,0
7776,3,1,2,2,2,2,67.0,134.0,67.0,2,2,5,6,29,0
7777,2,1,3,2,2,6,40.0,80.0,52.0,3,2,5,6,29,0
7778,5,2,1,5,3,3,37.0,185.0,43.0,1,5,5,6,29,0
7779,4,2,2,4,4,2,45.25,181.0,67.0,2,4,5,6,29,0
7781,1,1,4,1,1,3,38.0,38.0,38.0,1,1,5,6,46,0
7782,1,1,4,1,1,2,48.0,48.0,48.0,1,1,5,6,29,0
7783,2,1,1,2,2,3,40.5,81.0,43.0,3,2,5,6,29,0
7784,1,1,2,1,1,11,57.0,57.0,57.0,2,1,5,6,29,0
7785,15,3,2,13,9,9,45.0,630.0,57.0,3,14,5,6,29,0
7786,2,2,2,2,2,2,33.0,66.0,38.0,2,2,5,6,29,0
7787,12,3,1,10,5,6,43.63636363636363,480.0,62.0,3,11,5,6,29,0
7788,10,3,3,8,7,6,40.77777777777778,367.0,57.0,4,9,5,6,29,0
7789,14,3,2,8,5,9,44.90909090909091,494.0,57.0,2,11,5,6,29,0
7790,1,1,1,1,1,3,38.0,38.0,38.0,1,1,5,6,9,0
7791,2,1,1,2,2,3,35.5,71.0,43.0,1,2,5,6,29,0
7792,13,3,2,7,5,9,35.25,423.0,52.0,2,12,5,6,29,0
7793,2,2,3,2,2,3,35.5,71.0,48.0,1,2,5,6,29,0
7794,11,3,3,9,6,2,37.55555555555556,338.0,62.0,3,9,5,6,29,0
7795,1,1,2,1,1,2,38.0,38.0,38.0,1,1,5,6,46,0
7796,3,2,1,2,2,3,43.0,86.0,48.0,1,2,5,6,29,0
7797,1,1,2,1,1,4,57.0,57.0,57.0,1,1,5,6,29,0
7798,6,1,2,5,3,2,51.4,257.0,67.0,2,5,5,6,29,0
7799,8,4,1,7,5,2,50.57142857142857,354.0,82.0,2,7,5,6,29,0
7800,6,2,2,6,5,9,49.166666666666664,295.0,67.0,2,6,5,6,29,0
7801,2,1,2,1,1,1,48.0,48.0,48.0,1,1,5,6,29,0
7802,1,1,3,1,1,14,43.0,43.0,43.0,2,1,5,6,29,0
7803,9,3,4,6,5,4,35.875,287.0,57.0,1,8,5,6,29,0
7804,5,2,1,5,4,3,45.6,228.0,62.0,3,5,5,6,29,0
7805,7,3,1,6,5,6,51.5,309.0,62.0,3,6,5,6,29,0
7806,1,1,2,1,1,12,52.0,52.0,52.0,1,1,5,6,29,0
7807,14,2,4,11,5,2,38.0,456.0,48.0,4,12,5,6,29,0
7808,6,3,4,6,3,2,46.0,276.0,62.0,3,6,5,6,29,0
7809,31,4,2,24,12,9,45.92307692307692,1194.0,67.0,3,26,5,6,29,0
7810,5,1,1,3,1,3,51.25,205.0,62.0,1,4,5,6,29,0
7811,6,1,1,5,3,1,39.8,199.0,62.0,2,5,5,6,29,0
7812,1,1,4,1,1,14,28.0,28.0,28.0,4,1,5,6,29,0
7813,2,1,2,2,2,10,52.0,104.0,52.0,1,2,5,6,29,0
7814,2,1,1,1,1,3,38.0,38.0,38.0,1,1,5,6,9,0
7815,3,1,3,3,3,2,42.666666666666664,128.0,52.0,3,3,5,6,29,0
7816,2,1,2,2,2,6,45.0,90.0,52.0,2,2,5,6,44,0
7817,16,4,3,12,7,7,39.5,474.0,62.0,5,12,5,6,46,1
7818,3,1,2,2,2,9,45.0,90.0,52.0,1,2,5,6,9,0
7819,1,1,1,1,1,3,82.0,82.0,82.0,1,1,5,6,46,0
7820,1,1,2,1,1,14,52.0,52.0,52.0,1,1,5,6,46,0
7821,1,1,1,1,1,8,28.0,28.0,28.0,1,1,5,6,46,0
7822,1,1,2,1,1,10,52.0,52.0,52.0,1,1,5,6,46,0
7823,1,1,1,1,1,3,43.0,43.0,43.0,1,1,5,6,46,0
7825,1,1,3,1,1,6,33.0,33.0,33.0,1,1,5,6,46,0
7826,1,1,1,1,1,3,43.0,43.0,43.0,1,1,5,6,46,0
7827,1,1,3,1,1,11,48.0,48.0,48.0,1,1,5,6,46,0
7829,3,1,2,2,2,1,43.0,86.0,48.0,2,2,5,6,29,0
7830,4,2,1,4,2,4,35.5,142.0,43.0,3,4,5,6,29,0
7832,2,2,1,2,1,3,69.5,139.0,82.0,1,2,5,6,29,0
7833,6,1,1,5,4,3,45.8,229.0,82.0,1,5,5,6,29,0
7834,1,1,3,1,1,12,43.0,43.0,43.0,1,1,5,6,46,0
7835,6,3,2,5,4,4,43.6,218.0,67.0,1,5,5,6,29,0
7836,3,2,3,2,2,2,35.5,71.0,43.0,3,2,5,6,29,0
7837,3,1,2,3,3,3,53.666666666666664,161.0,57.0,1,3,5,6,9,0
7838,31,4,4,22,10,2,41.73913043478261,960.0,82.0,5,23,5,6,29,1
7839,3,1,1,1,1,3,62.0,124.0,62.0,1,2,5,6,29,0
7840,10,1,4,7,5,4,41.142857142857146,288.0,65.0,5,7,5,6,29,1
7841,20,4,1,14,7,3,44.06666666666667,661.0,82.0,3,15,5,6,44,0
7842,11,2,2,7,5,2,43.8,438.0,62.0,2,10,5,6,9,0
7843,7,2,4,7,5,7,35.714285714285715,250.0,52.0,3,7,5,6,29,0
7844,10,1,2,6,6,6,52.42857142857143,367.0,67.0,2,7,5,6,29,0
7845,2,1,3,1,1,13,48.0,48.0,48.0,1,1,5,6,29,0
7846,1,1,3,1,1,7,33.0,33.0,33.0,1,1,5,6,29,0
7847,24,3,3,20,9,2,48.23809523809524,1013.0,82.0,4,21,5,6,9,0
7848,10,2,1,8,5,3,43.75,350.0,62.0,1,8,5,6,9,0
7849,6,2,4,3,2,2,29.25,117.0,38.0,1,4,5,6,29,0
7850,9,2,1,4,3,1,50.0,200.0,62.0,2,4,5,6,44,0
7851,2,1,2,2,2,2,45.0,90.0,52.0,1,2,5,6,29,0
7852,19,3,3,17,9,13,42.44444444444444,764.0,62.0,4,18,5,6,9,0
7853,12,3,2,9,5,9,44.44444444444444,400.0,57.0,3,9,5,6,29,0
7854,4,1,4,1,1,7,33.0,66.0,33.0,1,2,5,6,29,0
7855,1,1,3,1,1,4,28.0,28.0,28.0,1,1,5,6,29,0
7856,6,3,1,6,5,3,39.666666666666664,238.0,48.0,1,6,5,6,29,0
7857,1,1,1,1,1,3,43.0,43.0,43.0,1,1,5,6,9,0
7858,4,1,4,1,1,9,33.0,33.0,33.0,3,1,5,7,29,0
7859,1,1,2,1,1,3,57.0,57.0,57.0,1,1,5,7,29,0
7860,2,1,1,2,1,1,45.0,90.0,62.0,2,2,5,7,29,0
7861,2,1,1,1,1,1,62.0,62.0,62.0,2,1,5,7,9,0
7862,13,3,2,9,6,2,53.8,538.0,67.0,3,10,5,7,9,0
7863,5,2,1,4,3,3,59.75,239.0,82.0,4,4,5,7,9,0
7864,1,1,3,1,1,2,48.0,48.0,48.0,3,1,5,7,29,0
7865,3,2,1,3,1,3,46.0,138.0,57.0,1,3,5,7,9,0
7866,10,4,2,7,6,4,44.25,354.0,65.0,2,8,5,7,29,0
7867,3,2,3,2,2,12,38.0,114.0,43.0,1,3,5,7,29,0
7868,6,2,1,4,3,3,59.75,239.0,82.0,2,4,5,7,9,0
7869,3,2,3,3,3,7,51.0,153.0,57.0,2,3,5,7,29,0
7870,6,1,1,5,2,3,49.6,248.0,62.0,2,5,5,7,9,0
7871,4,1,2,2,1,2,59.5,119.0,62.0,2,2,5,7,29,0
7873,5,2,3,3,3,6,54.75,219.0,57.0,4,4,5,7,9,0
7874,1,1,4,1,1,2,43.0,43.0,43.0,2,1,5,7,29,0
7875,4,1,1,4,3,1,55.5,222.0,62.0,2,4,5,7,29,0
7876,9,3,1,8,6,7,36.125,289.0,48.0,3,8,5,7,29,0
7877,18,4,2,15,9,3,47.2,708.0,62.0,5,15,5,7,41,1
7878,1,1,2,1,1,2,57.0,57.0,57.0,2,1,5,7,9,0
7879,3,2,1,3,2,3,33.666666666666664,101.0,43.0,3,3,5,7,9,0
7880,5,2,1,5,5,2,37.0,185.0,48.0,1,5,5,7,29,0
7881,15,1,3,10,7,4,41.4,414.0,52.0,4,10,5,7,9,0
7882,5,2,1,3,3,3,46.0,138.0,62.0,3,3,5,7,29,0
7883,11,3,1,11,7,3,45.36363636363637,499.0,62.0,2,11,5,7,29,0
7884,3,1,3,2,2,9,40.5,81.0,48.0,2,2,5,7,24,0
7885,3,2,2,3,3,6,44.333333333333336,133.0,57.0,3,3,5,7,29,0
7887,2,1,2,2,2,9,54.5,109.0,57.0,2,2,5,7,29,0
7888,5,2,2,3,3,10,45.666666666666664,137.0,52.0,1,3,5,7,29,0
7889,34,2,1,18,7,3,48.03703703703704,1297.0,82.0,3,27,5,7,9,0
7890,31,3,3,17,9,13,35.84,896.0,55.0,3,25,5,7,29,0
7891,6,4,4,5,5,1,38.8,194.0,52.0,1,5,5,7,29,0
7892,4,1,2,2,2,10,53.666666666666664,161.0,57.0,1,3,5,7,29,0
7893,1,1,4,1,1,14,28.0,28.0,28.0,3,1,5,7,29,0
7894,23,2,1,10,4,3,47.9375,767.0,82.0,2,16,5,7,9,0
7895,1,1,1,1,1,6,62.0,62.0,62.0,2,1,5,7,9,0
7896,6,3,1,5,4,2,44.8,224.0,67.0,3,5,5,7,29,0
7897,3,1,1,2,1,3,69.0,207.0,82.0,1,3,5,7,9,0
7898,10,2,3,6,4,14,33.333333333333336,300.0,57.0,4,9,5,7,9,0
7899,17,4,4,12,7,12,43.733333333333334,656.0,67.0,5,15,5,7,24,1
7900,7,2,4,7,5,2,35.142857142857146,246.0,43.0,4,7,5,7,24,0
7901,1,1,2,1,1,13,57.0,57.0,57.0,2,1,5,7,29,0
7902,7,2,1,6,5,3,43.5,261.0,62.0,2,6,5,7,29,0
7903,4,1,3,2,2,9,49.0,98.0,50.0,2,2,5,7,9,0
7904,1,1,2,1,1,4,57.0,57.0,57.0,1,1,5,7,9,0
7905,6,2,2,4,2,2,35.5,142.0,43.0,1,4,5,7,29,0
7906,2,1,1,2,2,2,44.0,88.0,60.0,2,2,5,7,29,0
7907,3,2,1,2,2,1,33.0,66.0,38.0,1,2,5,7,29,0
